title;rating;duration;startTime
Cafe and Tobacco;7.7;90;565
Time of the Wolf;6.6;114;336
Just Add Water;5.6;95;1002
Silence Between Two Thoughts;6.7;95;31
Amber Sunrise;7.9;99;355
The Rose Technique;4.3;97;235
The Anarchist Cookbook;5.1;101;109
Cubbyhouse;3.3;89;481
Vampires: The Turning;3.6;84;541
The Last Hit;6.4;90;458
Deeply;5.9;101;502
Drei Stern Rot;6.6;96;553
Noel;6.2;96;1053
Esta no es la vida privada de Javier Krahe;7.4;85;591
Land der Vernichtung;7.6;140;571
The Legend of Gingko;5.4;117;168
The Cooler;6.9;101;1046
H6: Diario de un asesino;4.5;92;913
El segundo;5.6;89;1206
The Bare Wench Project;3.2;76;771
String Theory;7.5;95;1257
Inside Irvin;5.9;85;130
Leave No Trace;4.5;98;1231
Red Needles;5.8;93;575
The Tulse Luper Suitcases, Part 1: The Moab Story;6.7;127;901
Inside Deep Throat;6.7;89;458
The Abrafaxe: Under the Black Flag;5.8;81;874
Just Like Home;5.4;97;335
Kandukondain Kandukondain;7.6;151;256
Men in the Nude;5.7;94;708
Afsana Dilwalon Ka;3.6;195;1215
The Wild;5.2;95;1187
Esta noche, no;4.8;89;334
Sunday on the Rocks;6.4;75;1065
The Ladykillers;6.2;104;872
Jeunesse dorÃ©e;6.3;85;1036
Vidocq;6.5;98;237
The Waiting Room;6.5;110;1155
Act One;7.8;100;1207
AmericanEast;6.2;110;310
Pao's Story;6.8;98;1117
How I Killed a Saint;6.2;82;1306
The Higher Force;5.6;90;246
Rent;6.9;135;1056
The Man Who Wipes Mirrors;6.3;117;1288
Ash Wednesday;5.9;99;445
The Dreamers;7.2;115;929
Demented;6.4;95;69
Lady Zee;6.3;96;914
Breathtaking;5.2;100;675
Bizarr romÃ¡nc;5.5;100;1215
Pierrepoint: The Last Hangman;7.4;90;789
Monsieur N.;6.7;120;1201
Saturday;6.0;72;448
The Mysterious Miss C.;6.6;108;626
The Informers;5.0;98;147
Te quiero;4.8;85;834
Lovers, Liars and Lunatics;6.6;87;1312
Az egÃ©r elÃ¶szÃ¶r alszik el;4.6;100;1133
Che: Part One;7.2;134;639
Nuan;7.0;109;306
Vacationland;5.0;104;1033
Escort Service;4.4;81;1326
Bunny;6.9;88;1285
Survive Style 5+;7.6;120;710
Quill: The Life of a Guide Dog;7.2;100;86
Escape Under Pressure;3.8;94;961
Collateral;7.5;120;110
Robot Stories;5.9;85;706
Searching for Love;5.6;110;229
Pumpkin;6.1;113;609
Postmark Paradise;7.1;92;1296
Betelnut Bisnis;7.0;52;1218
Evil Eyes;3.3;80;109
Blood Work;6.4;110;1048
Preto no Branco;6.8;88;979
The Promise;5.6;121;926
Toolbox Murders: As It Was;6.9;72;722
My Mother Frank;6.3;95;367
To Sleep Next to Her;6.7;96;1316
Sarhad Paar;4.0;117;1121
Last Orders;6.9;109;904
Sto je Iva snimila 21. listopada 2003.;6.9;92;1062
Boo, Zino & the Snurks;5.2;91;802
Nim's Island;6.0;96;537
The Fittest;6.4;88;1275
All the Real Girls;6.8;108;99
Women's Vices;3.1;90;1186
Caesar's Park;5.5;67;14
Ehsaas: The Feeling;5.6;116;300
HaÃ¯ti: la fin des chimÃ¨res?...;7.5;70;1012
Kung Fu Mahjong;5.7;137;712
Superguy: Behind the Cape;6.7;74;71
Jeannie, bakit ngayon ka lang?;7.4;103;977
The Path;7.9;108;897
Mirror Image;6.7;92;1265
Rakushka;6.9;92;276
Stara basn. Kiedy slonce bylo bogiem;5.4;103;749
The Fallen;5.1;112;992
Snow Day;5.1;89;155
Sweet Revenge;3.9;92;313
48 Shades;5.9;96;542
Beneath;5.4;82;691
O SertÃ£omundo de Suassuna;7.4;80;988
Mura no shashinshuu;7.0;111;163
Intrepid;3.4;90;773
You Are My Sunshine;7.0;121;1008
Oscar;8.2;56;818
CrepÃºsculo rojo;5.9;90;1036
20 Years After;3.2;95;528
It's Happiness: A Polka Documentary;7.3;88;790
B420;6.9;85;448
Walking on the Wild Side;6.6;89;516
Let the Church Say, Amen;6.7;87;32
Ivko's Feast;7.2;110;1029
The Forced March;5.8;116;1308
Closing the Ring;6.5;118;412
The New Jean-Claude;5.5;95;322
Tusuk Jelangkung;6.0;103;847
Naach;4.2;150;566
The Gleaners and I: Two Years Later;7.2;63;1150
Ipanema;6.0;65;658
Mama's Boy;5.2;93;946
Anything for Love;6.2;90;1202
Way of Life;6.6;95;470
First Born;4.8;95;448
Romasanta: The Werewolf Hunt;5.3;90;667
I Love Your Work;5.3;111;901
Shazam!;7.0;132;461
Flies on Cupid;7.5;95;522
Bob, Verushka & the Pursuit of Happiness;7.8;80;366
Paris;6.8;130;863
Dreams of an Angel;8.2;90;858
A League of Ordinary Gentlemen;7.0;93;415
Bal-Can-Can;7.7;89;588
Chick Thing;4.6;97;1162
A Lesson of Belorussian;7.3;53;1352
Teddy Bears' Picnic;4.1;80;1104
Around June;5.0;93;1250
Old Believers;7.8;46;44
Tokyo Marigold;6.6;97;991
My Russia;6.0;93;1181
Send More Candy;4.0;70;994
No Sleep 'til Madison;7.0;85;1153
Dance with the Wind;6.8;132;617
Sweet Sixteen;7.4;106;699
Muertos comunes;5.5;99;777
Acapulco Gold;7.2;84;297
Fatboy: The Movie;7.5;69;797
The Strip;7.2;91;941
Watching the Detectives;6.3;94;571
A Dog Year;6.1;80;385
Stork Day;6.5;90;1212
El Cid: The Legend;5.5;90;1106
Curse of Alcatraz;2.5;100;190
Before the Music Dies;7.7;95;575
Una rosa de Francia;5.2;100;974
The Locker;5.2;71;1112
Sa North Diversion Road;8.5;97;542
Moussaka & Chips;3.3;90;515
The Stolen Man;6.9;91;97
Aging Out;8.2;85;453
Five Dedicated to Ozu;6.6;74;1037
The Tracey Fragments;6.2;77;225
The Southernmost Point;7.7;50;1039
Dead Man's Run;5.6;97;101
Bukak Api;8.2;80;993
Triple Dare;5.5;92;949
Come as You Are;2.6;84;555
The Abduction Club;6.7;96;1189
Comfort the Disturbed, Disturb the Comforted;2.4;76;132
HS - hors service;4.5;95;367
Free Lisl: Fear & Loathing in Denver;8.9;80;52
Gigli;2.5;121;1015
El ladrÃ³n de sueÃ±os;3.1;69;534
Look Both Ways;7.0;100;440
Black Dog Is Coming;6.8;115;127
A luci spente;6.0;90;587
Fuckland;5.0;87;1292
Vanishing Twin;4.7;93;102
Proper Eyes;6.9;80;950
Punk: Attitude;7.5;90;97
Long Night's Journey Into Day;7.1;94;841
Daddy Cool;7.4;84;435
Newenas weite Reise;5.2;85;415
Love Story;7.2;110;49
Brooklyn Babylon;6.0;89;35
Campfire;6.9;96;1098
Fiction (+33);6.5;54;179
Islam: What the West Needs to Know;6.4;98;985
The Biggest Fan;4.8;93;1232
Palais royal!;5.5;110;1248
The Place Promised in Our Early Days;7.0;90;716
90 millas;6.8;105;867
Tony & Tina's Wedding;3.9;110;1254
Aphelium;6.5;70;1277
Mahou Sentai Magiranger vs. Dekaranger;7.2;48;1163
Itlog;7.1;105;1105
A Doula Story;8.2;60;194
Ya kukla;3.3;102;366
Heaven's Bookstore;6.5;111;941
Travail d'arabe;6.9;88;1170
Confronto Final;4.5;98;1236
The Knot;6.2;117;54
Nancy & Frank - A Manhattan Love Story;3.7;94;1096
One Last Dance;5.7;100;1091
Snowbound;4.8;93;310
04:30;6.7;93;774
Garotas do ABC;6.5;130;678
Tekken;4.8;87;1074
The Deadbeat Club;5.9;112;1225
Preto E Branco;5.4;110;965
Capote;7.3;114;526
For Those We Love;5.9;135;1046
Tokyo Tower;6.2;125;953
Bonjour Monsieur Shlomi;7.5;94;150
Premier juillet, le film;5.4;90;83
Hit Team;5.7;94;1265
All That Is Hidden;6.0;120;802
The Curse of the Jade Scorpion;6.7;103;938
The Secret of Moonacre;6.1;103;615
The Inside Story;7.0;85;69
The Life;4.3;87;1067
A Parting Shot;6.7;84;332
Sexe de rue;6.8;86;858
High Crimes;6.4;115;1246
Waitin' to Live;5.8;95;814
Spin;6.3;107;32
Arcibel's Game;7.1;115;466
Go for Broke;7.5;87;433
Love Me Not;6.7;119;1315
All You Got;2.2;93;387
Strings;7.0;92;1184
Lucky Luke and the Daltons;3.3;86;893
El mar;6.8;107;1039
Posledniy uik-end;6.4;91;855
Bandolero;4.9;90;7
Roman Summer;5.8;90;737
Bad Meat;5.3;90;105
Strong Language;5.6;76;318
The Metrosexual;6.8;84;806
Sunny Doll;6.6;84;1314
Hofmann's Potion;7.3;56;1303
An American Letter;6.9;45;24
Never Again as Before;6.2;106;650
Brave New Land;6.5;104;443
Both;6.4;86;797
Settlers;7.4;65;1298
Waterloo po cesku;2.3;95;640
For Sale by Owner;3.8;90;583
El boquete;5.6;83;802
The Whore and the Whale;6.4;120;94
Dirty Soul;5.4;99;467
La fidÃ©litÃ©;5.7;105;1169
Things to Do Before You're 30;5.6;101;546
The Valet;6.5;85;1300
My Lover Is a Sniper: The Movie;5.6;112;1179
Ripley Under Ground;6.0;101;1005
As a Bad Dream;7.9;91;29
Wool 100%;6.5;100;676
Analyze That;5.9;96;780
An American Reunion;6.9;93;55
Walk the Talk;5.6;95;755
Drowned Out;7.9;75;786
Jazzclub - Der frÃ¼he Vogel fÃ¤ngt den Wurm.;6.8;84;308
Women for Sale;4.2;90;567
I.T. - Immatriculation temporaire;6.6;73;1031
Someone Is Sleeping in My Pain: An East-West Macbeth;8.7;96;379
So Far Away;6.1;100;1002
Channels;3.7;107;168
Straight-Jacket;6.5;96;997
Break a Leg;5.2;98;296
Summer Palace;7.1;158;1134
Pirate Radio USA;8.0;84;1172
Surveillance;5.1;90;1347
Yin shi;5.7;116;457
Linha de Passe;7.2;113;377
Die Aufschneider;4.8;92;171
The Last Run;4.8;97;998
Mickybo and Me;7.2;95;156
Heads N TailZ;8.6;91;171
Luck by Chance;7.1;156;970
7/G Rainbow Colony;7.8;185;1004
My Wife's First Lover;4.5;93;933
Diary of the Dead;5.6;95;1094
Girls Never Call;8.1;90;791
Eden;5.7;85;758
9/Tenths;5.2;98;1316
The Pedal Push Car;6.4;92;968
The Duo;5.7;89;337
Sticks;5.4;92;1294
Teenage Hooker Becomes a Killing Machine;4.1;60;1153
Tatooed;6.1;84;1216
Thirteen Days;7.3;145;1206
Moonfish;6.2;124;529
Hanan;6.2;127;188
Remember the Rain;7.2;61;439
Last Resort;7.2;73;1265
Segui le ombre;7.2;90;527
Signs & Wonders;5.9;105;719
So Close to Home;4.8;50;1048
Sexphone & the Lonely Wave;6.8;112;1037
Raising the Stakes;4.8;75;217
Bommarillu;8.2;170;1078
Wild Card;6.6;117;969
Nadine;6.3;100;585
Venus Drowning;5.7;75;1299
Kalyanaraman;7.7;126;1150
The Hole Story;5.7;82;524
Die grÃ¼ne Wolke;4.6;100;51
Police Beat;6.8;80;655
Manos libres;5.7;85;48
Taking Wing;5.4;90;384
The Aryan Couple;6.3;120;692
All About Love;5.9;102;184
Saving Private Tootsie;5.6;95;805
Never Trust a Serial Killer;7.3;101;155
Steal This Movie;6.5;107;838
The Elephant King;6.3;92;478
Think it Over;6.1;100;687
deadend.com;4.2;120;461
Rapture;4.6;89;1071
Luv Text;7.0;104;783
Agnes and His Brothers;6.7;115;971
Foreign Sister;5.9;124;502
Just Trust;4.8;98;1048
Christie Malry's Own Double-Entry;6.5;89;604
The Hidden Wars of Desert Storm;7.7;64;142
Thatta Kedona: The Toy Village of Pakistan;7.4;183;974
After Alice;5.3;100;1026
Runaway;6.5;80;1125
Dating Death;4.3;87;903
Molly in the World;4.9;65;829
The Blues;5.6;97;1014
Normal;5.9;100;1289
Read On;4.6;130;692
Kal Ho Naa Ho;7.9;186;632
Suite Dreams;7.1;136;106
Mysterium Occupation;7.1;90;631
Gang Warz;4.1;97;825
Mourning Rock;8.6;87;426
Two Coyotes;7.2;83;790
Amal;7.5;101;1191
Cold Heart;5.2;95;819
Trapped in Perfection;7.8;89;395
People of Rome;6.3;100;977
The Killing of John Lennon;6.2;114;369
Azucena;7.7;118;187
Il latitante;4.5;104;557
Forgiving the Franklins;6.3;101;552
The Strange Saga of Hiroshi the Freeloading Sex Machine;5.4;64;946
Notte prima degli esami;6.3;100;649
Scandal: 15 Minutes of Fame;5.5;92;347
Flyvende farmor;5.0;82;558
The Three Stooges;5.1;92;1146
All the Stage Is a World;6.2;89;486
Chain of Command;4.6;96;214
Homerun;6.5;108;1203
Ride;6.7;97;438
Ballroom;5.6;94;427
Allegro;6.6;88;956
Shubho Mahurat;7.6;150;355
Dual;3.6;89;1313
Chaos Theory;6.6;87;145
Surrender;4.3;94;975
Water Lilies;6.7;85;133
Pournami;5.8;160;309
Out of Our Dens: The Richard and the Young Lions Story;8.6;47;409
Fakers;5.8;85;166
Somnambulance;6.6;129;1130
Lemming;6.7;129;623
Satang;7.5;129;1262
A Ghost at the Gateway to Time;7.0;90;1001
Chicken Elections;7.5;48;822
A Prairie Home Companion;6.7;105;998
Border Lost;4.1;105;629
Three Shades of Black;6.1;90;1107
Developing Sheldon;8.5;78;124
Bang Rajan;6.7;113;459
The Mumbo Jumbo;4.5;82;892
At the Right Moment;4.1;95;864
Platform;7.4;154;93
Make It Happen;5.5;90;144
The Core;5.5;135;721
The Camera I;7.6;75;970
De Madrid a la Lluna;6.6;90;835
Louise's Wedding;6.2;80;246
Where the Red Fern Grows;6.4;86;19
Reverend Billy and the Church of Stop Shopping;8.2;60;1211
This Child of Mine;4.9;70;596
The Wind in the Evening;6.4;92;1319
Loaded Gun: Life and Death and Dickinson;7.4;60;687
Babylon A.D.;5.6;90;376
At Dawn They Sleep;2.3;80;504
Fired!;5.6;71;934
The Operating Theatre;8.0;86;353
Caterpillar Wish;6.8;100;255
All About My Dog;6.9;96;67
What a Girl Wants;5.8;105;357
River's End;5.3;90;1104
Party;5.8;88;1203
TÃ¡nger;4.0;100;257
Epoca: The Making of History;7.4;90;470
White Trash;4.7;92;474
Senses;6.9;111;511
Soul;5.4;108;1001
The Whole Shebang;5.8;97;769
Roues libres;7.7;85;996
Down the P.C.H.;4.5;95;312
Death Knows Your Name;3.5;88;1242
The Hunting Party;6.8;101;1321
I.P.O.;7.2;84;497
Rocks at Whiskey Trench;7.5;106;342
Dark Streets;4.4;83;297
Mockingbird Don't Sing;6.5;98;433
Travelers and Magicians;7.4;108;1266
Mr. Bean's Holiday;6.4;90;933
Dream Boy;6.2;88;180
At the Lake;6.2;45;1133
Acts of Worship;6.4;94;608
Enfin pris?;6.8;93;538
The Big Buy: Tom DeLay's Stolen Congress;6.7;75;448
Capital (Todo el mundo va a Buenos Aires);8.6;119;956
Screamin' Jay Hawkins: I Put a Spell on Me;7.6;102;524
The Ragu Incident;7.3;78;934
Scoutman;6.1;114;865
Travelling Light;4.9;88;231
Boutique;6.5;113;724
The Diving Bell and the Butterfly;8.0;112;397
The Peacekeepers;6.9;83;944
It's Better to Be Wanted for Murder Than Not to Be Wanted at All;6.9;127;774
Vegas Vampires;2.1;89;534
Yes;6.7;100;1298
Advertising Rules!;5.8;108;1042
Love and a Bullet;5.1;85;1033
Dark Horse;7.2;109;776
100% Human;6.0;73;1006
World on Fire;7.4;89;284
Super Amigos;7.3;82;1035
The Butterfly;6.1;116;1108
Very Opposite Sexes;5.4;86;538
DiÃ¡rio de Um Novo Mundo;6.2;94;1011
DÃ­as de boda;5.3;90;504
Cowboy Up;5.6;105;868
Detective Lovelorn und die Rache des Pharao;6.8;87;275
Blacktown;6.6;92;971
Dark Asylum;4.2;83;1137
Girl's Best Friend;4.7;102;1050
Uuliin Tumur;8.4;107;809
Yau ching yam shui baau;5.8;99;999
Son;5.3;125;1261
This Obedience;7.9;83;298
S Diary;6.0;106;674
Method;4.4;93;271
Astitva;7.3;109;1029
King Leopold's Ghost;7.6;108;1123
Teenage Wasteland;6.1;67;133
Dinner and a Movie;7.7;85;317
Monster's Ball;7.0;111;256
Amen, Somen and Rugger Men!;5.1;85;1136
Missing Object;7.6;100;432
Shooters;5.6;95;874
Spinning Into Butter;4.3;86;1124
Sotto la luna di Scampia;6.3;92;1073
Kalamazoo?;4.6;107;1203
Ski Jumping Pairs: Road to Torino 2006;7.7;82;35
Toi;4.4;87;90
Recoil;4.1;90;635
A Four Course Meal;7.5;95;517
Stealth;5.1;121;1136
AnÃ©sia - Um VÃ´o no Tempo;7.7;73;618
Sinterklaas en het uur van de waarheid;5.3;119;1048
Kabhi Khushi Kabhie Gham...;7.4;210;641
That Time of Year;7.2;108;100
Insaaf: The Justice;4.0;136;578
Ezra;6.4;110;301
A Bittersweet Life;7.6;119;1052
Detroit;5.3;95;106
17 to 18;4.5;86;573
The Art of Selling;6.6;86;59
Small Mall;7.4;67;629
How to Deal;5.6;101;503
Strange Attractor;5.9;85;860
Gangster A Love Story;7.1;123;1079
Lake Mungo;6.3;87;1079
Samaritan Girl;7.1;97;322
Once Upon a Midnight Dreary;6.1;112;854
Mangal Pandey: The Rising;6.6;150;539
Universal Signs;5.7;100;764
Noise;6.7;108;977
Beau Jest;5.7;98;766
Sleeping Dogs Lie;5.8;87;475
Hilde's Journey;6.4;90;15
Coffin Joe: The Strange World of JosÃ© Mojica Marins;7.0;65;15
Pic-Pic, AndrÃ© et leurs amis;6.9;49;1277
The Backdancers!;6.0;117;1097
Love Trap;6.4;105;227
Laysa Laysa;6.1;154;227
Behind Me - Bruno Ganz;6.2;85;1192
Household Accounts;6.2;93;1092
Train Man;6.6;105;1154
A Year Ago in Winter;7.2;129;575
Wake Up Morocco;3.5;110;526
Tears for Sale;6.9;86;427
I Always Wanted to Be a Saint;6.2;90;867
Frozen Days;6.9;90;1237
Tancul;6.1;67;344
Welcome Home;6.5;90;888
The Movie Hero;6.5;98;81
Hat Trick;7.8;82;1205
So Glad I Made It;8.3;111;716
3 petites filles;5.4;102;476
Moscow Heat;2.4;90;407
Animated Corpse;5.9;143;855
Love & Other Drugs;6.7;112;11
Wonderful World;6.1;89;57
Seven and a Half;7.9;106;778
Il prezzo;7.8;110;1209
Pavlov's Dogs;5.8;70;192
PuskÃ¡s Hungary;8.7;116;803
Inner Circle Line;7.8;95;558
Daltry Calhoun;5.1;100;357
California Dreamin';7.8;155;757
Il nostro matrimonio Ã¨ in crisi;5.8;91;204
The Ritual;5.1;89;1076
Pressure Point;4.2;90;210
PEZheads: The Movie;7.1;74;1358
Slushatel;6.9;94;432
Dragon Head;5.6;122;409
Slipstream;4.6;89;221
The War on the War on Drugs;6.0;87;774
Shake Rattle and Roll 8;6.7;134;295
Pere;5.7;88;399
The French Guy;6.6;82;792
Tom;6.7;75;788
Table One;4.9;90;145
Dead Weight;6.0;107;749
Mega Scorpions;4.3;73;371
Backgammon;6.3;95;427
Annas Sommer;5.6;107;181
Henker - Der Tod hat ein Gesicht;7.4;84;503
BortglÃ¶mda;6.7;90;743
Latitude Zero;6.4;85;932
Risk/Reward;7.7;88;262
Kontorstid;4.8;106;1122
Anokha Moti;7.3;86;670
Soul Searcher;4.0;98;111
Garrincha: Lonely Star;5.0;106;930
Zaman mi-istad;4.3;80;766
My Brother's Wife;6.1;89;1332
Juno;7.4;96;646
The Edukators;7.5;127;621
Sprung! The Magic Roundabout;5.2;85;1319
Little Nicky;5.3;90;95
Killing Mad Dogs;7.7;135;290
Valerie & Sid;8.4;105;982
Married to the Mafia;6.1;113;470
Blessed Is the Match;7.0;86;865
The Foot Fist Way;6.3;85;202
Viva LaldjÃ©rie;5.7;113;61
Secrets of a Chambermaid;5.1;99;101
Chinese Odyssey 2002;7.0;97;715
Le parfum de la dame en noir;5.7;115;1090
Barbara James;6.8;80;200
Through the Eyes of Another;6.4;105;215
Visions of Europe;5.9;140;1182
Spring of Life;6.7;107;766
One Eye Red;4.6;91;62
Paid in Full;7.1;97;873
Ballen i Ã¸yet;4.6;81;623
The Bike Squad;3.1;79;327
Scorched;6.0;95;746
Low Heights;7.4;115;347
White Smoke;5.4;113;777
Eve DÃ¶nÃ¼s;6.8;101;1320
Globi and the Stolen Shadows;4.0;72;249
Along the Road Little Child;6.8;79;369
The Heart's Root;5.6;118;640
Target Audience 9.1;6.2;100;1314
The Horror Seasons;3.4;80;1344
Hunters in the Snow;7.3;86;726
The Last Winter;5.6;101;91
Nicky's Birthday Camera;7.3;90;836
AtravÃ©s da Janela;5.6;82;411
18-May;7.0;120;161
The Singles Ward;6.4;102;846
Chinpira;7.0;109;1138
Christmas with the Kranks;5.4;99;1063
Alefbay-e afghan;7.0;45;679
Crazy Eights;3.9;80;955
The King's Beard;6.7;73;618
The Virgin of Juarez;4.8;90;778
Great Communist Bank Robbery;7.1;75;250
AranyvÃ¡ros;4.5;78;521
Crouching Tiger, Hidden Dragon;7.8;120;787
Guardian of the Realm;3.9;111;186
Fantastipo;5.8;109;1261
Alexander;5.6;175;529
Okkadunnadu;7.4;119;610
Bitten: Victoria's Shadow;6.4;80;1130
Urban Legends: Final Cut;4.3;97;820
Km. 0 - Kilometer Zero;7.0;108;268
Bunker - Die letzten Tage;8.1;83;986
Beneath Clouds;7.0;90;378
The Bondage;8.2;100;604
Flying Boys;6.2;119;221
Juvenile;5.9;100;166
Shanghai Knights;6.2;114;267
Harrison's Flowers;7.1;130;1289
Maroa;6.5;102;298
Zapada, una comedia beat;5.3;76;491
Pornography;6.4;117;1305
Transporter 2;6.3;87;91
Hit & Run;6.9;45;518
Warden of the Dead;6.9;105;1233
Herzlutschen;4.5;107;222
Helter Skelter;5.0;60;1323
The Assassin;5.7;111;282
Beyond the Gates of Splendor;7.4;96;387
Echoes;6.2;72;124
Clara et moi;6.5;81;585
5 Days;7.8;94;606
If I Should Fall from Grace: The Shane MacGowan Story;7.4;91;1159
Tootletubs & Jyro;7.3;65;1222
Queenie & King, the Lovers;4.3;90;1004
The Toybox;3.7;81;1051
The Anniversary Party;6.3;115;1236
Spam;6.8;84;398
Perfume: The Story of a Murderer;7.5;147;1084
Dunechka;6.8;97;161
Sally;4.6;79;752
Running with Arnold;4.4;72;863
Telma demain;6.4;48;253
Pobeg;5.6;110;628
Julia;7.0;144;209
Tsuribaka nisshi 15: Hama-chan ni asu wa nai?;6.2;106;947
Christmas in the Clouds;6.5;96;767
Hank Williams First Nation;6.1;92;125
In My Parents' Basement;7.7;57;288
Timecrimes;7.2;92;899
Higher Still;5.0;85;806
Women Without Wings;6.7;109;41
Jing sheng jian jiao;6.3;85;1213
Kopf oder Zahl;2.7;94;755
Cattle Call;3.7;83;728
Burn with Me;5.4;105;322
VolverÃ¡s;6.5;102;1023
Rescue Heroes: The Movie;5.9;83;70
Flying Tiger;4.5;120;1132
Eqvsi da shvidi;7.6;67;75
Stray Dogs;6.2;97;478
Engel & Joe;6.5;93;1163
Bad Boy;5.0;83;793
420;7.1;116;959
1805;4.3;93;726
Christmas in August;5.7;102;1318
A Sicilian Miracle;6.4;90;1296
Metropol kabusu;5.4;80;1192
True Men;8.0;81;1258
Star Trek;7.9;127;223
Suburban Mayhem;5.9;95;560
Risotto;3.7;95;1119
House of Angels;4.8;109;749
Iyarkai;7.4;142;1291
Sugar & Spice;5.7;81;379
Hanging Up;4.9;94;943
Fighting to Survive;6.0;96;1309
The Waimate Conspiracy;2.8;101;591
Behind Enemy Lines;6.4;106;572
Food of Love;6.0;112;1252
Generation P;6.8;112;5
Wannabes;5.8;110;464
Sky Hook;8.1;95;901
Catch That Kid;5.2;91;178
Kaho Naa... Pyaar Hai;6.9;172;835
Sennenbi;6.9;90;1046
Evig din;7.7;52;350
Vive la vie;5.4;98;216
GB: 2525;7.7;89;905
El Ã¡rbol;6.5;65;54
Kate: The Taming of the Shrew;6.2;77;607
Jarmark Europa;9.0;124;280
Local Color;6.9;107;370
Black Sorority Project: The Exodus;8.6;45;810
Untouched by the West;6.7;104;548
The Man of No Return;6.8;104;1130
Bikini Bash;6.9;110;529
Furtivo;6.4;82;1204
Workingman's Death;8.0;122;466
How to Seduce Difficult Women;4.4;94;633
Fish Can't Fly;7.0;83;922
Seven Days to Live;5.2;96;352
The Secret of Kells;7.6;71;10
The Aura;7.1;134;193
Dark Spells;2.9;95;375
Infamy;7.2;91;525
Diamond Men;7.0;100;786
Dark Water Rising: Survival Stories of Hurricane Katrina Animal Rescues;6.3;75;119
Robbing Peter;7.4;95;228
Next Step;5.5;110;167
GalÃ­ndez;6.3;85;1192
Say Amen;8.4;65;844
Prityazhenie;3.7;79;594
Thirst;6.3;65;62
The American Standards;4.1;94;69
Vestido de Noiva;6.2;112;943
GokudÃ´ seisen: Jihaado;6.6;99;749
VonÃ­s jako tenkrÃ¡t;5.7;86;232
The White Countess;6.6;135;257
The Iron Ladies;6.4;104;157
De vriendschap;5.2;108;8
Knowing Richard Black;5.7;75;955
We Feed the World;7.6;96;429
Doing Therapy;7.3;98;1192
Bewitched;4.8;102;248
Il cielo cade;6.5;102;526
Gretchen;5.7;98;114
ÃšcastnÃ­ci zÃ¡jezdu;6.1;113;615
Tutto in quella notte;5.1;96;1252
Chellame;6.1;155;1132
Quand je serai star;4.8;114;334
Zenith;7.5;60;938
Eiko;5.3;108;834
AnjÃ©: The Legend of the Pyrenees;4.1;72;749
I Am from Titov Veles;6.2;102;3
The Cellar Door;4.1;86;294
The Grudge 2;5.1;102;956
Old Men in New Cars: In China They Eat Dogs II;6.8;95;661
Nana;7.1;113;1109
Nowheresville;6.9;85;910
Hot Chicks;6.4;100;321
TrÃ¨s bien, merci;6.5;102;538
Light Years Away;5.3;97;392
The Invisible Children;6.9;90;482
The Sovereign's Servant;5.9;131;647
Zulu Love Letter;6.5;100;317
Campfire Stories;3.1;95;589
Vergeet me niet;7.3;55;1000
Castells;8.2;88;525
The Journey to Kafiristan;6.1;101;1265
Ruby Blue;6.8;106;211
A Bird of the Air;6.6;108;932
Better Housekeeping;6.8;90;424
Get a Way;8.3;88;560
Black Book;7.7;145;477
Every Secret Thing;5.6;85;412
Cold Prey;6.3;97;49
Zuzu Angel;6.9;108;1120
Viruddh... Family Comes First;7.1;132;1295
The Calling;4.9;116;346
Days of Santiago;7.2;83;531
Somersault;6.7;106;154
King of the Avenue;3.9;83;671
Love;7.0;110;1224
Las Vegas Warrior;4.0;93;648
Jack's House;3.4;90;816
